PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,Price
-2.8601322777280918,0.05379472775461898,1.1474195216925434,1.4341108499213087,-0.9643304835482165,-1.1369304190043197,-0.04796639585199144,-1.8306248749320648,0.4074343019320821,-0.02698680129100282,0.8158060487536773
-0.5355667577328715,2.949347399803857,-1.3747117174167116,-0.7842700037334793,-0.9777204651287333,0.5517819929509404,-1.4282929666804238,0.7858961488033926,0.5685072453226616,0.365968661425203,-0.22054104247131293
-3.527487928063092,-1.1650523603427994,-2.028257795831124,-0.26426824417975353,0.7533725366939988,1.238752816144696,0.07808302049841512,1.1285385377974215,-0.38957244736717034,0.8929668063455962,2.6291261252974487
-3.962090716100662,0.6259432275295544,-1.2240572527356193,-0.7601525222466261,1.3510930012992963,0.5103954015058823,-0.3394204895051003,-0.9277932721829102,0.10813421480334329,0.0764362291125367,1.291856863606676
0.6768719265695131,0.6241880417916222,0.11114961907100465,1.0625023793484043,0.5576085156841769,1.585491549782596,1.9520077571420655,-0.4935809197614842,-1.418233636486821,-0.917176256162105,-0.4492458667256356
1.4280184611023015,2.202136686204052,1.0854999760543813,1.1742095968530033,-0.13855210843861776,-0.4490949685894943,1.8779248991095305,0.94591347163016,-2.2922126311866706,-0.2606614710425466,-0.5861051450741698
-2.412869342239639,-1.3585337063424383,0.044785352076369966,0.7498381861480024,-0.23033469784203492,-2.292155609350897,-0.6016334660372212,-0.820138430729919,-0.905640052063817,0.2739602913400637,1.69791254044707
-3.134100179760354,-0.46008783194676495,-0.23052115090298744,1.2690580576500665,-1.3384499476876728,1.148365791716774,0.1861503434254921,0.3278588817981226,0.5120697858901809,0.36661409810314316,3.0420451432355002
0.046502912916439626,-0.7921172055025271,-0.9951204529869302,-0.08392082513964413,-0.0294861436307592,1.223855675290554,-0.5750816299128414,0.35857087515618913,-0.6559522763177795,-1.8295089467440147,-0.15840549789844532
-0.08750802920552753,-3.080802266471882,-0.2283301701028804,0.9173743224018525,0.30268211572719267,1.0487139398719245,0.9128012752637923,0.19733097116801315,0.6464957587517394,-0.7162289741375943,0.3081276491445876
